	index	original	translation	z_mean	similar_sentence	similarity	similar_sentence_quality
141	141	Până la urmă, prin tratatul de anexare din 1910, Coreea a devenit în mod oficial parte a Imperiului Japonez.	After all, with the 1910 Annexation Treaty, Korea has officially become part of the Japanese Empire.	-0.044075519298627464	Confuanism was spreading later on on on the Korean peninsula and Japan.	0.5896812081336975	-0.22161809348695513
142	142	Islamul are o puternică tradiție în regiunile sudice ale Serbiei, mai ales în sudul Raškăi.	Islam has a strong tradition in the southern regions of Serbia, especially in the south of Raško.	0.9651039684842434	From the region, the country attracts tourists from Croatia and Serbia.	0.4189315438270569	0.8546407978784925
143	143	Localitățile născute în evul mediu au avut legături cu anumite moșii cu caracter feudal.	The locations born in the middle Jews were linked to certain feudal mothers.	-1.6786169524382493	In these financial combinations, Jewish businesses were also mixed.	0.44744136929512024	0.40516565860850234
144	144	Când se vorbește despre toleranța otomană, se iau în considerație structurile care cuprindeau diversele perspective.	When talking about Ottoman tolerance, consideration is given to the structures that included the various perspectives.	0.9659962285472686	The collapse of the Ottoman State is attributed to the collapse of its economic structure.	0.4230944812297821	0.7712794127792589
145	145	''Ieri si azi'' al Dumitrei Petrică, rod al precupărilor sale de recuperare a unei memorii istorice privitoare la ramura sudică a neamului nostru.	'Yeri and today 'of the Petric Duma, rod of its precoupations for recovering a historical memory of the southern branch of our neamame.	-1.4069771242143407	Soap by the arheology of István Kovács confirmed that today's territory of Târgu Mureș has been inhabited since history.	0.3850533962249756	-0.3198939971317437
146	146	Pe Coruscant, Anakin se întalnește cu soția sa secretă, Padme, care îl anunță că este însărcinată.	On Coruscant, Anakin returns with his secret wife, Padme, who announces his pregnancy.	-0.03750406663823733	As this is very strong, Dooku creates a diversion and escapes, ducts its secret plans on Coruscant.	0.3922339677810669	-1.0113440684820878
147	147	O componentă importantă a sectorului industriei prelucrătoare al Republicii Moldova este industria ușoară.	An important component of the Moldovan manufacturing sector is the light industry.	0.7489090079864772	The light industry, the machinery manufacturing industry, energy makes a relatively equal contribution.	0.46354126930236816	-0.4344394628377864
148	148	Planul era ambițios și cu reale șanse de reușită, în cazul în care Hitler ar fi fost ucis.	The plan was ambitious and truly likely to succeed, had Hitler been murdered.	1.115265538999952	Hitler was not the only one who did not aggravate Halder's plan.	0.5568949580192566	0.23677728682269075
149	149	Arhitecții gotici au propus o serie de strategii care să faciliteze amortizarea presiunii.	In addition, there is no evidence that the conditions for granting the aid have been met.	-2.2730258818053626	In addition, the Slovak authorities have not provided any evidence to support this conclusion.	0.6157828569412231	-2.37035931892119
150	150	O încercare reușită a fost făcută de pe Vladislav I cel Scurt.	A successful test was made on Vladislav I Scurt.	1.011241821818759	Aliases arrived in Arhanghelsk and Vladivostok.	0.4269663989543915	-0.2913477028041209
151	151	Această stare de spirit a continuat și în 1941, deși greutățile economice au produs anumite nemulțumiri personale.	This state of mind continued in 1941, although economic hardship caused some personal dissatisfaction.	0.9303179651667474	The forced annex by the USSR in 1940 and then the Nazi and Soviet occupation during the war destroyed the Estonian economy.	0.4360034763813019	0.8007405979728798
152	152	Individualitatea patronatului britanic îi lipsea dinamismul economic.	The United Kingdom's singular was missing economic dynamism.	0.8258344870106541	Britain's participation was regarded as a failure.	0.5180554389953613	0.8025532560693586
153	153	Britanicii și francezii au declanșat imediat o blocadă navală a Germaniei, care a avut însă un efect limitat asupra industriei germane.	The British and French immediately triggered a German naval blockade, but had a limited effect on German industry.	0.07870282032958555	However, the British Cabinet was alarmed by the German excitement to the French.	0.5711204409599304	-1.4620463131036618
154	154	Festivalul oferă focuri de artificii de la mai multe firme malteze și străine.	The fireworks provide fireworks from several Maltese and foreign firms.	0.2686375888669397	An increasing number of Maltese citizens travel abroad on holiday.	0.42291343212127686	1.192972538878545
155	155	Tinerii au fost descoperiți și arestați foarte repede.	Young people were discovered and arrested very quickly.	0.9247625988154583	Since 1987, more and more young people have been fleeing recruitment.	0.41114816069602966	0.874327075221418
156	156	Acest lucru a făcut posibilă o reînviere a limbii ebraice.	This made it possible to renew the Jewish language.	0.7316830576953296	That was also the time to put an end to any Jewish public and cultural activity.	0.4490264654159546	1.1315204243191783
157	157	thumbDischetă foarte veche, cu diametrul de 8 țoli = 20 cm	long-old thumbs, 8 inches diameter = 20 cm	-0.9406944093391343	inch is as flexible as the 5 1 / 4 inch version.	0.3481349050998688	0.9129245870909702
158	158	A servit pentru scurt timp în Camera Reprezentanților Statelor Unite și în Senatul SUA din partea statului Tennessee.	He served shortly in the United States House of Representatives and the US Senate from the State of Tennessee.	0.6864277962616723	Members of the US House of Representatives in the State of Tennessee	0.7215105891227722	0.7380522117300311
159	159	Pe 10 iunie, guvernul francez a declarat Parisul „oraș deschis.	On 10 June, the French Government declared Paris open.	0.1940474536658753	Paris, the capital of France, was occupied on 14 June.	0.5798774361610413	0.7504852771933371
160	160	Există multe excepții de la regulă, și beneficii suplimentare.	There are many exceptions to the rule and additional benefits.	0.8434915756590969	Exceptions to the rules are numerous and it is difficult for logical systems to operate in the presence of contradictory rules.	0.43345925211906433	1.0148400180363162
161	161	Din noiembrie 1943, din timpul celor șapte săptămâni ai , Chinezii au forțat Japonia să ducă un costisitor război de uzură, așteptând sprijin aliat.	Since November 1943, during the seven weeks, China has been forcing Japan to conduct an expensive war of wear, waiting for allied support.	0.5598142011560019	The Japanese continued to push Chinese forces back in December 1937.	0.5796801447868347	0.9027280928559082
162	162	Serviciul clienți este esențial din mai multe motive.	Customer service is essential for a number of reasons.	0.9677379192382993	The retail service environment plays an important role in influencing customer perceptions of purchasing experience.	0.43345165252685547	0.7897946871910712
163	163	Croația a dat lumii inventatori și laureați ai Premiilor Nobel.	Croatia has given the world inventors and Nobel Prize winners.	1.1014891509028437	and the Nobel Peace Prize was awarded nine times to Swiss-based organisations.	0.5270290970802307	1.0291015903080052
164	164	Problema nu se pune la identitatea limbilor, fiind același dialect, ci la denumirea dialectului.	The problem is not about the identity of languages, as it is the same dialect, but about the name of the dialectin.	-0.27265906446963806	Regardless of ethnic origin, they were called Latin, German and Christian.	0.3881976008415222	0.6183074383263103
165	165	Rakia sub diverse forme se regăsește însă în întreaga Peninsulă Balcanică, în special în Bulgaria, Croația, Slovenia, Muntenegru, Ungaria și Turcia.	However, there are various forms of Rakia in the whole Balkan Peninsula, in particular in Bulgaria, Croatia, Slovenia, Montenegro, Hungary and Turkey.	0.8679729809162063	Germans have occupied Bosnia and Herzegovina and some regions of Serbia and Slovenia.	0.44187355041503906	0.7824229191810012
166	166	Un avion al Luftwaffe a fost doborât în timpul înaintării spre Bagdad.	An aircraft of Luftwaffe was brought down during its journey to Baghdad.	-0.5332170469799752	The abbasid horse of Bagdad was going through a difficult period and asked for help from selgiucides.	0.4811398386955261	-1.1663477788339425
167	167	La 28 februarie 364, ofițerul panonian Valentinian I a fost ales August în Niceea .	On 28 February 364, the Pannonian officer Valentinian I was elected as August in Niceea.	0.8941331897173891	He served under the command of the Colonel on 6 August.	0.3480082154273987	0.9202963967076618
168	168	Intențiile lui Kafka de a decredibiliza și ridiculiza o justiție defectuoasă sunt evidente în acest roman.	Kafka's intention to decriminate and ridiculate a bad justice is evident in this novel.	-1.0403692523076937	Kafka is considered a bourgeois and a decadent.	0.5274942517280579	0.5277430575489414
169	169	După două ore de bombardament, centrul orașului a fost transformat în ruine, iar 41 de oameni au fost uciși.	After two hours of bombing, the city centre was turned into ruins and 41 people were killed.	1.0680674758227846	The wall tonight of the same day was made by 38 bombardments.	0.40056687593460083	-1.1812200256564633
170	170	după 1950 — Izolat din punct de vedere politic, Schmitt se ocupă de studii de drept internațional și își scrie memoriile.	After 1950 politically isolated, Schmitt deals with studies of international law and writes its memories.	-0.14081947905374034	As for national state law, Schmitt presupposes, also for international law, that there is a concrete order.	0.4064871668815613	0.009391798835890466
171	171	Încetarea migrațiilor și stabilirea sistemului feudal, precum și absența epidemiilor au contribuit la o creștere a populației.	The cessation of migration and establishment of the feudal system as well as the absence of epidemics have contributed to a population increase.	1.083783937302395	During the war, large population groups were displaced and emigration increased.	0.5158990025520325	0.9430686917238648
172	172	Turismul a devenit un factor important al îmbunătățirii competitivității internaționale a țării.	Tourism has become an important factor in improving the country's international competitiveness.	1.0586964016176728	Important progress at this time has been the ban on the international slave trade.	0.3889226019382477	0.38913301968562175
173	173	Cuptoarele în care se ardeau oalele aveau pereții de tablă.	The furnaces where the ladles were burned had sheet walls.	-0.5029584508879363	Over the walls, flat or inclined roofs were erected.	0.5274205207824707	-0.1029069870649056
174	174	Clima municipiului Târgu Mureș este plăcută, de tip continental moderată cu veri călduroase și ierni aspre.	The climate of the municipality of Târgu Mureș is pleasant, moderate continental with warm summers and harsh winters.	0.7492301831108747	The climate within the province is more continental, with a higher temperature during summer and winter.	0.5865380167961121	1.0678177495383123
175	175	Limitele orașului au fost mutate spre exterior în anul 2006 cu aproape 6 km.	The city's boundaries were moved outwards in 2006 by almost 6 km.	0.9420024225418572	In that year, the Predeal had a population of around 1700 inhabitants and the municipality lasted over a distance of 6 kilometres.	0.517580509185791	-0.5784142763952657
176	176	Tipuri de magazine în funcție de strategia de marketing utilizată	Types of shops by marketing strategy used	0.7541150980614004	This method is widely used by supermarkets.	0.4590398669242859	1.179696249233663
177	177	Tunelul închis în 1996 pentru reparații capitale se redeschide.	The tunnel closed in 1996 for major repairs is reopened.	0.7177643330688978	The fleet is located near the track, close to the railway tunnel.	0.3974857032299042	0.26120529870918735
178	178	La 8 iulie 1871, soții Dostoievski se întorc în Sankt Petersburg după o absență de patru ani.	On 8 July 1871, the spouses of Dostoivski return to Saint Petersburg after an absence of four years.	-0.27394593986196125	After four years, France was to start disarmament and Germany was able to rearm itself.	0.3804524838924408	0.8843627251488404
179	179	Pe 19 mai, Guderian a fost autorizat să reia înaintarea prin zona apărată de Diviziile 18 și 23 pe râul Somme.	Guderian was authorised to resubmit through the area defended by Divisions 18 and 23 on the River Somme on 19 May.	-0.040936537860153714	On 13 May, the German Corp. XIX forced through the River at three points near Sedan.	0.47905129194259644	-0.07886432337381777
180	180	Tinerețea lui Zola este însă frământată și de alte pasiuni.	Zola's youth, however, is also grounded by other passion.	-0.2598195357841131	Zola is fascinated by theatre from young people who come from.	0.5663570761680603	-1.5287577892304773
181	181	Totuși poezia pare să nu aducă niciun beneficiu pe termen scurt.	However, this does not seem to bring any short-term benefits.	-0.06693831945784104	Until WW2 the vision of the military instrument was short-term objectives and military attack benefits.	0.43138495087623596	0.2910821076215942
182	182	închizători defecte, este recomandabil să copiați datele de pe discheta afectată pe una nouă.	defective shutters, it is advisable to close the data on the floors affected on a new one.	-1.2475162283940688	Recovery of data following such a disaster may require, where possible.	0.31302663683891296	1.0796019391564136
183	183	Victoria de la Manzikert a pus bazele a ceea ce, mai târziu, va fi Imperiul Otoman.	The victory in Manzikert has laid the foundations for what the Ottoman Empire will later be.	0.8535189588277334	This was a period of ruthless achievements for the Ottoman Empire.	0.5970726013183594	0.9189661151497273
184	184	Încă prin anii 30 ai secolului XX, majoritatea locuitorilor din Livadia purtau haine făcute în casă, după specificul locului.	As early as the 1930s of the 20th century, most of the inhabitants of Livadia were wearing clothes at home, according to their location.	-0.4774245737697324	At the beginning of the 20th century, the family home, in the centre of the village, on the side of the Pipe Road, was built in several steps.	0.3915218114852905	-0.4394147335875788
185	185	thumbleftCasa lui Dostoievski din [[Staraia Russa, regiunea Novgorod	thumbleftCasa of Dostoievski in [Staraia Russa, Novgorod Region	0.13501144607813553	Nicolae Bălcescu or Geanoglu Neofit, Rât Bishop.	0.3981185853481293	-1.4574049402706455
186	186	Elefanții care luptă pot rage sau guița, iar cei răniți se pot mugi.	The elephants who are fighting can tear or taste, and the injured can shoot.	-1.2660392396966687	The lance of elephants for their ivory, meat and skin is one of the main threats to their existence.	0.5013706088066101	0.08295909274427479
187	187	Mai multe companii de telecomunicații din China, mai ales Huawei și ZTE, au fost acuzate de spionaj în favoarea armatei chineze.	Several telecommunication companies in China, in particular Huawei and ZTE, have been accused of spying for the Chinese army.	1.0850376908999138	Technology companies in China such as Huawei,	0.4815765619277954	1.0498077420829175
188	188	Unii se întreabă dacă acest tip de control ar putea rămâne funcțional.	Some are wondering whether this kind of control might remain operational.	1.1220966838067215	Some leaders may even redefine the market in which they operate.	0.4462626576423645	1.123667087939532
189	189	Infrangerea devenise o probabilitate, apoi o certitudine.	The offence had become a probability, then a certainty.	-1.5196552442920777	We believe that there is a potentially dangerous result here.	0.3813384771347046	0.9033614431574778
190	190	Pe baza analizei a compoziției chimice, cea mai bună apă minerală a bazinului este în Remetea.	On the basis of an analysis of the chemical composition, the best mineral water in the basin is in Remetea.	0.8725889597032878	The bottom of the river is covered with alluvial deposits, the streams are heavily mineralised.	0.3385954201221466	0.9140351037294275
191	191	Irakul era important pentru britanici datorită poziției pe care o ocupa pe drumul spre India cât și datorită marilor rezerve de petrol.	Iraq was important to the British because of its position on the road to India and because of its large oil reserves.	0.9642143695871296	The British convoys crossing the western Indian Ocean were vital to supply allied forces from North Africa.	0.49492475390434265	0.7704255062844645
192	192	unitățile de transport și aprovizionare ceyloneze au fost folosite în spate frontului din zone din Orientul Mijlociu.	ceylese transport and supply units have been used backwards in Middle East areas.	-0.5628696065917916	mainly applied to the southern and western regions of the territories of the former medieval State adjacent to Catholic Europe.	0.4647131562232971	0.9824349154836031
193	193	Deși armata germană a avut mult succes la început, atacul lor a fost oprit în bătălia de la Moscova.	Although the German army was very successful at the beginning, their attack was halted in the battle in Moscow.	0.9224924534721618	The Armee has managed to conquer several heads over the Somme river, but the Germans have fought hard to cross the Aisne river.	0.5436887741088867	-0.29068229111303234
194	194	Dovezile arheologice de așezări din paleolitic pe teritoriul Serbiei actuale sunt rare.	The archaeological evidence of palwind settlements on current Serbian territory is rare.	-0.2966406439281499	Soap by the arheology of István Kovács confirmed that today's territory of Târgu Mureș has been inhabited since history.	0.49481868743896484	-0.3198939971317437
195	195	Dioclețian a desființat instituțiile Principatului.	Diocletian has abolished the institutions of the Principality.	0.8101076136381936	The Sultanate was at the top of the Ottoman State hierarchy, the largest institution.	0.44964858889579773	0.007467522816358142
196	196	Instituția este frecvent clasată pe primul loc în rândul universităților din Europa continentală.	The institution is frequently ranked first among the universities of continental Europe.	1.0631300122509093	Although it is not the first university ever established in Slovak territory, it is the oldest university still in place.	0.4915548861026764	0.7990426258705936
197	197	Urma termică a turbinei cu gaz este mai mare decât a motorului diesel, în principal datorită jetului continuu de gaze din țeava de eșapament.	The thermal trace of the gas turbine is higher than that of the diesel engine mainly due to the continuous flush of gases in the exhaust pipe.	1.0678177495383123	A recently-off engine tanker has a high thermal trace.	0.4555496573448181	-0.11869456715686777
198	198	În 1928 a fost introdus alfabetul latin, mai simplu și mai eficient.	In 1928, Latin alphabet was introduced, simpler and more efficient.	0.612081012902734	Most recently, the Federal Reserve's USD 20 banknote has appeared since 1928.	0.36715567111968994	-0.7419951283728737
199	199	Înființată în anul 1939 reprezintă o valoroasă bibliotecă de specialitate.	Established in 1939 is a valuable specialist library.	0.3490283435916382	The workshop The apparatus was exposed in 1901 and 1937.	0.4698910713195801	-0.08863017025869603
200	200	Tradiția militaristă prusacă modelase structura socială a imperiului care dispunea de un număr mare de oameni apți pentru serviciul militar.	The militaristic tradition had shaped the social fabric of the empire with a large number of people suited to military service.	0.17249588610885536	Tribal narcotics were based on military power and charism acquired by a leader of the tribal community.	0.4590413570404053	-0.8716920451061206
201	201	Informatiile provenite dinspre front erau atent monitorizate.	The information coming from the front was closely monitored.	0.934478538690274	Until then, the Director of the CIA was responsible for gathering information from the agencies.	0.3803024888038635	0.7712794127792589
202	202	În 1402, în Bătălia de la Ankara, Baiazid I este învins și capturat de oastele mongole ale lui Timur Lenk.	In 1402, in the Battle in Ankara, Baiazid I is beaten and captured by Timur Lenk's mongole oasts.	1.019627916932367	In the fight in Ankara on 20 July 1402, Baiazid was captured by Timur and died in captivity.	0.6702874898910522	0.7086410511630005
203	203	În aceeași perioadă, germanii au pierdut 160 de tancuri.	During the same period, Germans lost 160 tanks.	0.882388830290631	During the wall, the Germans were also loss-making.	0.5985461473464966	-1.1815532671336995
204	204	Forțele britanice nu au putut pătrunde căci forturile turcești din interior erau prea departe pentru a fi bombardate de navale de război aliate.	British forces were not able to penetrate as Turkish efforts inside were too far from being bombed by allied warships.	0.9023833203072256	At the moment, British bombardments were able to fly to German territory without opposition.	0.5539801120758057	0.8649104486308712
205	205	Dar conflictele politice continuau între diverse facțiuni apărute după revoluție.	But political conflicts continued between various factions following the revolution.	0.7119462213687212	Spartakers organised demonstrations that degenerated into armed conflicts with the police, the villages were, however, untouched by revolution.	0.5641046166419983	0.6598321577754478
206	206	Australia și insulele polineziene se aflau încă în izolare, dar aveau să fie explorate de europeni.	Australia and the Polynesian islands were still in isolation, but were to be explored by Europeans.	0.9420350418169853	After re-establishing independence, Estonia pursued a foreign policy of close cooperation with partners in Western Europe.	0.42412295937538147	0.8373149078853639
207	207	Acesta conține rămășițele unei căpetenii din Epoca Bronzului timpuriu așezate pe pietricele de cuarț alb și coajă de mesteacăn.	It contains the remnants of a camel in Epoca of early barley placed on the stones of white quartz and chewing shell.	-1.708510238595758	The Verbale dematerialises the stones, the stones, the roots, the shores and the heel in front of the eyes of the levitations of Chagall's cloth.	0.4586350619792938	-0.4204553897923169
208	208	Atena era dedicatǎ culturii, Confruntarea avea sǎ decidǎ viitorul lumii occidentale în lupta dintre democrația atenianǎ și despotismul persan.	Athens was committed by culture, confronting itself with the future of the Western world in the fight between visitnorwayside democracy and Persian despotism.	-1.1402521935012804	In western Europe, it broke off the odd war between allies and Germany.	0.417288213968277	-0.02417208245963943
209	209	În 2012, 25,8% din nașteri au fost de la femei necăsătorite.	In 2012, 25.8% of births were from unmarried women.	0.5557127767247277	In 2012, 35.1% of births were from unmarried women.	0.7620049715042114	0.7840640369010226
210	210	Tancurile, echipate cu mitraliere, utilizate pentru prima data în 1916, striveau sârma ghimpată de mitraliere.	Tanks, equipped with machine guns, used for the first time in 1916, crushed barbed machine wire.	0.6446942711049314	For the first time, after 1914, military manoeuvres were again used on the Western Front.	0.5314121246337891	0.8628293896823482
211	211	Industria alimentară este bine cunoscută atât la nivel regional, cât și la nivel internațional și este unul dintre punctele forte ale economiei.	The food industry is well-known at both regional and international level and is one of the strengths of the economy.	0.958025591258	Finland is highly integrated into the global economy and foreign trade accounts for one third of GDP.	0.3872072994709015	1.0386304893772127
212	212	A zdrobit revoltele din Mauretania, Iudeea și Britania.	It crushed the uprisings in Mauretania, Jewish and Brittany.	0.36310077688317816	The Jewish Militia formed an alliance called the Resistance Movement Eani with Etzel and Sern Gang to fight the British.	0.4741073250770569	0.692991354952765
213	213	Dezvoltarea simțitoare a educației în Târgu Mureș a avut loc după reforma protestantă.	The substantial development of education in Târgu Mureș took place after the Protestant reform.	0.9258831279060371	The primary education was seculated while the Catholic Church upheld the restoration of the monarchy.	0.5982161164283752	0.7536977083397408
214	214	Tot Roșca a publicat în anul 1890 un alt articol intitulat Scrisori și artiști, amintiri personale, în care aduce câteva informații noi despre Lecca.	Also Red published in 1890 another article entitled Letter and artists, personal memories, in which he brought some new information about Lecca.	-1.2572721076697249	Only in 1888, Julium I. Red published an article in the magazine of the People's Library.	0.46262580156326294	-1.2097884397673992
215	215	Ambasadorul german a părăsit țara și au fost luate măsuri de securitate, precum internarea cetățenilor germani în zone bine precizate.	The German Ambassador has left the country and security measures have been taken, such as the admission of German citizens to specified areas.	0.35428457081919396	In addition, 14.000 German and Italian citizens, who were assessed as representing security risks, were also detained.	0.5289483070373535	0.5346161092324582
216	216	În timp ce forțele britanice înaintau spre vest prin Libia, iar americanii înaintau dinspre Algeria, forțele Axei aduceau întăriri în Tunisia.	While British forces were going west through Libya and the Americans were moving from Algeria, Axei forces were stepped up in Tunisia.	-0.06801201741252126	The French forces have opposed strong resistance to the British and Australian columns that entered Lebanon from Palestine.	0.4595351219177246	0.7174100472637427
217	217	Totuși la Florența, familia di Medici revine la putere.	However, in Florența, the family di Medici comes back to power.	0.5175505930040556	But, at the end of the powers, after five years away from his family, he accepted.	0.38125309348106384	0.9026577779148915
218	218	În această perioadă, comercianții cu amănuntul au conceput și elaborat practicile moderne de marketing din domeniu.	During this period, retailers designed and developed modern marketing practices in this area.	0.6903612063494075	Such stores are designed to be accessible to the market segment to which they are addressed.	0.467825323343277	0.9420024225418572
219	219	"Idealul perfecțiunii umane a fost ridicat la rang înalt în cultura și arta greacă, astfel grecii aveau un ideal uman ""omul frumos și bun""."	The idea of human refinement was raised high in Greek culture and art, thus the Greeks had a human ideal 'beautiful man and good'.	-0.41503768920287065	Perspection in the Greek art is reaching its peak in the period of clasicism, as it is at home when idealism is at home.	0.47911450266838074	-0.884038236635599
220	220	Ducații de tipul I au pe avers stema dinastică a domnitorului, iar pe revers un coif pe care se află acvila valahă.	In the case of Ducroire / Delcredere, there is a risk of loss of life in the short or medium term.	-2.2836073675028317	The paper encompasses medieval everyday life, and the central figure is the priest Pierre Clergue.	0.3095797300338745	0.1512751151577806
221	221	Un mic număr de evrei a hotărât să rămână în Portugalia.	A small number of Jews decided to remain in Portugal.	0.978013227014658	Over 100 000 Jews and refugees managed to flee Nazist Germany and arrived in secure places through Portugal.	0.5564213991165161	0.6859267367255119
222	222	Au fost finalizate catedralele din Köln, Ulm și Berna.	The cathedrals in Cologne, Ulm and Berne have been completed.	1.011241821818759	The construction of the Colosseum was completed 80.	0.45346662402153015	-0.1733557263639296
223	223	thumbrightSediul Parlamentului Estoniei din [[cetatea Toompea.	ghtghtness of the head of the Estonian Parliament for [the Toompea variety].	-0.3890532142666383	Stostocking had become a member of the Upper House of the Parliament, the House of Lords.	0.42387303709983826	-0.5450478067024318
224	224	Scoarța are utilizări în febra intermitentă, iar fructele se recomandă ca antianemice.	The bark is used in intermittent fever and fruit is recommended as an antianemic.	-0.12103459165275386	Leafy infusion is administered as sedative digestive and anti-spastic.	0.4831448495388031	-0.13662838532230195
225	225	Galerius a devenit Caesar pentru Dioclețian și Constantius Clorus Caesar pentru Maximian.	Galerius has become Caesar for Dioclezian and Constantius Chlorus Caesar for Maximian.	0.721134149205929	This era was then taken over by Grigore Cuciuran in Moldova and continued by Constantin Lecca and Ioan Maiorescu.	0.4943672716617584	0.3839703253396589
226	226	Constituția Maltei declară catolicismul ca religie de stat, deși anumite stipulări permit libertatea de religie.	Malta's constitution declares Catolicism as a state religion, although certain stipulations allow for freedom of religion.	0.7471148693802929	Estonia's Constitution guarantees freedom of religion, separation between church and state and individual rights to privacy in relation to religion.	0.5704790949821472	0.9602486875852382
227	227	Comandantul japonez a observat acesta din cortul său de pe o stâncă.	The Japanese commander observed him from his corner.	-0.4157224455007725	The Admiral has sent several patrols to test Japanese defence.	0.5200982093811035	0.6675400464163733
228	228	O alta solutie convenabila poate fi aeroportul Reus afla in partea sudica a coastei.	Another convenient solution may be Reus airport in the southern part of the coast.	1.019137385483358	Either north or south of Leiw could rebalance the situation.	0.33903074264526367	0.978013227014658
229	229	În septembrie 1939, Polonia a fost atacată de Germania Nazistă și la scurtă vreme de URSS.	In September 1939 Poland was attacked by Nazist Germany and shortly by the USSR.	0.7671578709176811	The Second World War broke out when the leader of Nazist Germany, Adolf Hitler, attacked Poland on 1 September 1939.	0.7499765157699585	0.7655468242810671
230	230	Copii erau dați la școală sub supravegherea personalului având două ore de cursuri.	Children were provided to school under the supervision of staff on two hours of courses.	-0.46253360194203913	This phase lasts two years, and at the end of the school pupils give a new examination.	0.45959627628326416	-0.1211216326746064
231	231	Elefanții asiatici erau întotdeauna mai frecvenți decât omologii lor africani în grădinile zoologice și circurile moderne.	Asian elephants were always more frequent than their African counterparts in modern zoos and circus.	0.6997570137393753	The African elephants feed themselves largely, while the Asian elephants are more.	0.6860878467559814	-0.16392159830466346
232	232	thumbZola în fața mulțimii, ulei pe pânză de Henry de Groux, 1898	thumbZola before milking, Henry de Groux plain oil, 1898	-1.7586723039723549	Oil thumbleftTanks from Fire Ploiests after Operation Tidal Wave, August 1943	0.4881898760795593	-1.0381345624850093
233	233	Winx se reîntorc și de data această fiecare zână va avea un animal care are un talent special, necesar pentru echilibrul universului magic.	Winx returns, and this time each wool will have an animal with a special talent necessary for the equilibrium of the magic university.	-1.207571248747558	It liberates all magic animals, abolishing the requirement of Alfea to train or keep an animal in captivity.	0.474927693605423	-0.36328397654672856
234	234	leftthumbCatedrala Sfinților Constantin și Elena din Bălți	SantthumbCatedrala of Constantin and Elena in Bălți	-0.7427140454300205	Religious members of Captain Constantinov and Neculcea, and naturalist Constantin Chirica.	0.4209683835506439	-1.3586821849117845
235	235	Ele au formă octogonală, au o greutate nominală de 6,22 grame fiecare, cu o rază a monedei de 11.75 mm.	They shall be of orthogonal shape with a nominal weight of 6,22 grams each, a coin radius of 11.75 mm.	1.019627916932367	Each currency is 13,92 mm in diameter, is made of gold of 1,224 grams in diameter, 999 ‰ in title, and has staggered canal.	0.609245240688324	-0.3803881855575649
236	236	Tabelul 11.6 Specificațiile suporturilor de stocare ale dischetelor	Table 11.6 Specifications of float storage media	1.019627916932367	Table 11.5 Logically formated parameters of disks	0.5625812411308289	0.6363693279731869
237	237	activitate cu rațiunile lucrurilor, neîngăduind să se amestece	activity for reasons of affairs that do not allow for interfering	0.5145687810497336	receive the different reasons and modes of moral activity;	0.47531792521476746	0.11346966630953599
238	238	Depretis a lărgit dreptul de vot care fusese cenzitar, astfel de la 500 000 de alegători, în 1882 erau 2 milioane de alegători.	Depretis widened the right to vote that had been censorship, such as from 500 000 voters, in 1882 there were 2 million voters.	0.5010735250456521	In 1876, right-wing governance imposed new elections that it loses in favour of the left.	0.5104992985725403	0.6270589522041471
239	239	Din acest motiv, frontiera între Estonia și Rusia nu este definită nici astăzi.	For this reason, the Estonian-Russian border is still not defined today.	0.9631087151230306	Modern Estonia is an ethnically heterogeneous country, but this heterogeneity is limited to just two of the country's regions.	0.42030924558639526	1.0871192929176605
240	240	În noiembrie temperatura medie coboară la 3 °C — 5 °C și pot începe primele ninsori și înghețuri.	BCFK CHECKS CHECKS CHECKS CHECKS AND CHECKS	-2.551585038447103	BACKNOWLEDGE AND BACKNOWLEDGE	0.3493873178958893	-2.303075255611812
241	241	Nuvela Însemnări din subterană este împărțită stilistic și structural în două părți.	The novela Underground is structurally and stylistic divided into two parts.	-0.5065432311351803	It has evolved the style of construction for double-deck buildings.	0.5024457573890686	0.022937725226542586
242	242	Proiectul a eșuat, iar compania a falimentat datorită proastei abordări.	The project failed and the company broke out due to the bad approach.	0.7954487024807134	The new project has a nearly a year's life marked by failures.	0.4750293791294098	0.1689923564816981
243	243	Mare majoritate a acestora, 174.000 au sosit între 1933 și 1936, după care britanicii au crescut restrucțiile pentru imigrația evreiască.	Most of them, 174.000 arrived between 1933 and 1936, after which British people increased the destructive measures for Jewish immigration.	0.7870326526512251	Between 1924 and 1929, 82.000 Jews arrived in Palestine fleeing from anti-Semitism from Poland, Hungary, etc.	0.49536240100860596	0.805396682368677
244	244	Primul număr chiar a fost citit soldaților din fiecare tabăra la ordinul lui Washington pentru a conștientiza că lupta va fi dificilă și îndelungată.	The first number has even been read to the soldiers in each camp on Washington's orders to realise that the fight will be difficult and lengthy.	0.8990090118167454	Washington had command of 20 000 soldiers, reorganising the army into five divisions.	0.40314146876335144	0.6677608980091279
245	245	Publicațiile guvernamentale sunt disponibile în ambele limbi, iar cetățenii au dreptul de a se adresa statului și în irlandeză.	Government publications are available in both languages and citizens have the right to address the State also in Irish.	0.8814455224026174	Ireland has made an important contribution to universal literature in both English and Irish.	0.49754151701927185	0.8748834571091338
246	246	Revenirea în forță a britanicilor din Oceanul Indian	Return to force by British people in the Indian Ocean	-0.9702780797092633	British forces were forced to withdraw in India and Ceń.	0.5876642465591431	0.1968695085247297
